SCIENTIFIC_NAME,FAMILY,SUB_SPECIES,Synonym,AUTHOR,ENGLISH_COMMON_NAME,Growth_form,GBIF_record_number,ROM__record_number,Combined_abund_scaled,S_RANK,COSEWIC_STATUS,G_RANK,EXOTIC_NATIVE,EXOTIC_RANK,Cultivated,Year_first_record_exotic
Ranunculus recurvatus,Ranunculaceae,,,Poir.,Hooked Buttercup,Herbaceous,12,14,20,S5,,G5,N,,,NA
Ranunculus repens,Ranunculaceae,,,L.,Creeping Buttercup,Herbaceous,7,11,16,SNA,,GNA,E,SE5,,NA
Ranunculus rhomboideus,Ranunculaceae,,,Goldie,Prairie Buttercup,Herbaceous,2,14,18,S4,,G5,N,,,NA
Ranunculus sceleratus,Ranunculaceae,,,L.,Cursed Buttercup,Herbaceous,21,18,27,S5,,G5,N,,,NA
Ranunculus trichophyllus,Ranunculaceae,,Ranunculus aquatilis var. diffusus,Chaix,Thread-leaved Water-crowfoot,Herbaceous,NA,9,22,S5,,G5,N,,,NA
Raphanus raphanistrum,Brassicaceae,,,L.,Wild Radish,Herbaceous,1,7,9,SNA,,GNA,E,SE3,,1927
Raphanus sativus,Brassicaceae,,,L.,Garden Radish,Herbaceous,3,NA,2,SNA,,GNA,E,SE1,,NA
Ratibida columnifera,Asteraceae,,,(Nutt.) Woot. & Standl.,Upright Prairie Coneflower,Herbaceous,1,2,3,SNA,,G5,E,SE1,,1991
Ratibida pinnata,Asteraceae,,,(Vent.) Barnh.,Gray-headed Prairie Coneflower,Herbaceous,9,2,5,S3,,G5,N,,,NA
Reynoutria japonica,Polygonaceae,,Fallopia japonica,Houtt,Japanese knotweed,Herbaceous,70,24,46,SNA,,GNA,E,SE?,,NA
Rhamnus alnifolia,Rhamnaceae,,,L'Hér.,alderleaf buckthorn,Shrub,NA,2,5,S?,,G?,N,,,NA
Rhamnus cathartica,Rhamnaceae,,,L.,Common Buckthorn,Shrub/tree,198,17,67,SNA,,GNA,E,SE5,,NA
Rhamnus davurica,Rhamnaceae,,,Pall.,Dahurian buckthorn,Shrub/tree,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Rhaphiolepis indica,Rosaceae,umbellata,,(Thunb.) H.Ohashi,Indian hawthorn,Shrub,NA,3,8,SNA,,GNA,E,SE?,y,1994
Rhaphiolepis indica,Rosaceae,,,(L.) Lindl.,Indian hawthorn,Shrub,NA,4,10,SNA,,GNA,E,SE?,y,1994
Rheum rhabarbarum,Polygonaceae,,Rheum rhaponticum,L.,Rhubarb,Herbaceous,2,1,2,SNA,,GNA,E,SE2,,NA
Rhododendron groenlandicum,Ericaceae,,Ledum groenlandicum,(Oeder) Kron & Judd,Common Labrador Tea,Herbaceous,13,NA,7,S5,,G5,N,,,NA
Rhodotypos scandens,Rosaceae,,,(Thunb.) Makino,Black Jetbead,Shrub,2,3,5,SNA,,GNA,E,SE1,,1964
Rhus aromatica,Anacardiaceae,,,Ait.,Fragrant Sumac,Shrub,37,1,10,S4,,G5,N,,,NA
Rhus glabra,Anacardiaceae,,,L.,Smooth Sumac,Shrub,7,NA,4,S5,,G5,N,,,NA
Rhus typhina,Anacardiaceae,,,L.,Staghorn Sumac,Shrub/tree,291,23,96,S5,,G5,N,,,NA
Rhus x borealis,Anacardiaceae,,,Greene,(Rhus glabra X Rhus typhina),Shrub,NA,1,3,SNA,,GNA,N,,,NA
Rhynchospora alba,Cyperaceae,,,(L.) Vahl,White Beakrush,Graminoid,NA,2,5,S5,,G5,N,,,NA
Ribes alpinum,Grossulariaceae,,,L.,Alpine Currant,Shrub,NA,1,3,SNA,,GNA,E,SE1,,1973
Ribes americanum,Grossulariaceae,,,P. Mill.,Wild Black Currant,Shrub,27,26,38,S5,,G5,N,,,NA
Ribes aureum,Grossulariaceae,,,Pursh,Golden Currant,Shrub,5,6,9,SNA,,G5,E,SE3,,1898
Ribes cynosbati,Grossulariaceae,,,L.,Prickly Gooseberry,Shrub,29,28,41,S5,,G5,N,,,NA
Ribes glandulosum,Grossulariaceae,,,Grauer,Skunk Currant,Shrub,1,1,2,S5,,G5,N,,,NA
Ribes hirtellum,Grossulariaceae,,,Michx.,Smooth Gooseberry,Shrub,3,4,6,S5,,G5,N,,,NA
Ribes hudsonianum,Grossulariaceae,,,Richards.,Northern Black Currant,Shrub,NA,NA,NA,S5,,G5,N,,,NA
Ribes lacustre,Grossulariaceae,,,(Pers.) Poir.,Bristly Black Currant,Shrub,1,1,2,S5,,G5,N,,,NA
Ribes nigrum,Grossulariaceae,,,L.,European Black Currant,Shrub,1,NA,1,SNA,,GNA,E,SE2,,NA
Ribes rubrum,Grossulariaceae,,,L.,Northern Red Currant,Shrub,16,11,18,SNA,,G4,E,SE5,,1974
Ribes triste,Grossulariaceae,,,Pallas,Swamp Red Currant,Shrub,7,7,11,S5,,G5,N,,,NA
Ribes uva-crispa,Grossulariaceae,,,L.,European Gooseberry,Shrub,NA,1,3,SNA,,GNA,E,SE1,,NA
Robinia hispida,Fabaceae,,,L.,Bristly Locust,Shrub,5,1,3,SNA,,G4,E,SE1,,1977
Robinia pseudoacacia,Fabaceae,,,L.,Black Locust,Tree,49,21,37,SNA,,G5,E,SE5,,NA
Robinia viscosa,Fabaceae,,,Vent.,Clammy Locust,Tree,NA,3,8,SNA,,G?,E,SE3,,NA
Rorippa aquatica,Brassicaceae,,Neobeckia aquatica,(Eat.) Palmer & Steyermark,Lakecress,Herbaceous,1,NA,1,S3,,G4,N,,,NA
Rorippa austriaca,Brassicaceae,,,(Crantz) Besser,Austrian yellow-cress,Herbaceous,NA,NA,NA,SNA,,G5,E,SE?,,NA
Rorippa palustris,Brassicaceae,,Rorippa islandica,,Marsh Yellowcress,Herbaceous,35,26,40,S5,,G5,N,,,NA
Rorippa sylvestris,Brassicaceae,,,(L.) Bess.,Creeping Yellowcress,Herbaceous,12,3,7,SNA,,G5,E,SE5,,NA
Rosa blanda,Rosaceae,,,Ait.,Smooth Rose,Herbaceous/shrub,11,21,29,S5,,G5,N,,,NA
Rosa canina,Rosaceae,,,L.,Dog Rose,Vine/Shrub,NA,1,3,SNA,,GNA,E,SE2,,1973
Rosa carolina,Rosaceae,,,L.,Carolina Rose,Herbaceous/shrub,NA,2,5,S4,,G5,N,,,NA
Rosa cinnamomea,Rosaceae,,,L.,Cinnamon Rose,Herbaceous/shrub,NA,NA,NA,SNA,,GNA,E,SE1,y,NA
Rosa glauca,Rosaceae,,,Pourret,red-leaved rose,Herbaceous/shrub,1,NA,1,SNA,,GNA,E,SE?,,NA
Rosa multiflora,Rosaceae,,,Thunb. ex Murr.,Multiflora Rose,Vine/Shrub,40,7,18,SNA,,GNA,E,SE5,,1972
Rosa palustris,Rosaceae,,,Marsh.,Swamp Rose,Herbaceous/shrub,3,NA,2,S5,,G5,N,,,NA
Rosa rubiginosa,Rosaceae,,,L.,Briar Rose,Herbaceous/shrub,NA,3,8,SNA,,GNA,E,SE4,,NA
Rosa rugosa,Rosaceae,,,Thunb.,Rugosa Rose,Herbaceous/shrub,16,2,7,SNA,,GNA,E,SE1,,1974
Rosa spinosissima,Rosaceae,,,L.,Scotch Rose,Herbaceous/shrub,NA,NA,NA,SNA,,G5,E,SE1,y,NA
Rosa virginiana,Rosaceae,,,P. Mill.,Virginia Rose,Herbaceous/shrub,NA,NA,NA,S?,,G5,N,,,NA
Rubus allegheniensis,Rosaceae,,,Porter,Allegheny Blackberry,Herbaceous/shrub,13,12,18,S5,,G5,N,,,NA
Rubus flagellaris,Rosaceae,,,Willd.,Northern Dewberry,Herbaceous/shrub,3,8,11,S4,,G5,N,,,NA
Rubus hispidus,Rosaceae,,,L.,Bristly Dewberry,Herbaceous/shrub,NA,1,3,S4,,G5,N,,,NA
Rubus idaeus,Rosaceae,,,L.,Common Red Raspberry,Shrub,19,21,30,S5,,G5,N,,,NA
Rubus occidentalis,Rosaceae,,,L.,Black Raspberry,Shrub,18,11,18,S5,,G5,N,,,NA
Rubus odoratus,Rosaceae,,,L.,Purple-flowering Raspberry,Shrub,90,25,52,S5,,G5,N,,,NA
Rubus pensilvanicus,Rosaceae,,,Poir.,Pennsylvania Blackberry,Shrub,NA,NA,NA,S?,,G5,N,,,NA
Rubus pubescens,Rosaceae,,,Raf.,Dewberry,Herbaceous/shrub,9,10,15,S5,,G5,N,,,NA
Rubus repens,Rosaceae,,Dalibarda repens,(Linnaeus) Kuntze,Dewdrop,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Rubus setosus,Rosaceae,,,Bigelow,Small Bristleberry,Herbaceous/shrub,3,NA,2,S4,,G5,N,,,NA
Rudbeckia fulgida,Asteraceae,,,Ait.,Orange Coneflower,Herbaceous,NA,NA,NA,S1,,G5,N,,,NA
Rudbeckia hirta,Asteraceae,,,L.,Black-eyed Susan,Herbaceous,69,24,46,S5,,G5,N,,,NA
Rudbeckia laciniata,Asteraceae,,,L.,Cut-leaved Coneflower,Herbaceous,10,8,13,S5,,G5,N,,,NA
Rudbeckia triloba,Asteraceae,,,L.,Brown-eyed Susan,Herbaceous,15,2,6,SNA,,G5,E,SE4,,1941
Rumex acetosella,Polygonaceae,acetosella,,L.,Sheep Sorrel,Herbaceous,5,12,16,SNA,,GNA,E,SE5,,1890
Rumex altissimus,Polygonaceae,,,Alph. Wood,Pale Dock,Herbaceous,NA,1,3,S2,,G5,N,,,NA
Rumex britannica,Polygonaceae,,,L.,Water Dock,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Rumex crispus,Polygonaceae,,,L.,Curly Dock,Herbaceous,24,15,24,SNA,,GNA,E,SE5,,1928
Rumex dentatus,Polygonaceae,,,L.,Toothed Dock,Herbaceous,2,2,3,SNA,,GNA,E,SEX,,1904
Rumex longifolius,Polygonaceae,,,DC.,Door-yard Dock,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Rumex obtusifolius,Polygonaceae,,,L.,Bitter Dock,Herbaceous,1,3,4,SNA,,GNA,E,SE5,,1972
Rumex orbiculatus,Polygonaceae,,,A. Grey,Greater water dock,Herbaceous,1,NA,1,SNA,,GNA,E,SE5,,1972
Rumex patientia,Polygonaceae,,,L.,Patience Dock,Herbaceous,3,NA,2,SNA,,GNA,E,SE1,,NA
Rumex thyrsiflorus,Polygonaceae,,,Fingerhuth,Narrow-leaved Garden Sorrel,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Rumex triangulivalvis,Polygonaceae,,,(Danser) Rech. f.,Triangular-valved Dock,Herbaceous,NA,NA,NA,S5,,G5,U,,,NA
Rumex verticillatus,Polygonaceae,,,L.,Swamp Dock,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Ruta graveolens,Rutaceae,,,L.,Common Rue,Herbaceous/shrub,3,NA,2,SNA,,GNA,E,SE1,,NA
Sagina japonica,Caryophyllaceae,,,(Sw.) Ohwi,Japanese Pearlwort,Herbaceous,4,3,5,SNA,,GNA,E,SE1,,1946
Sagittaria cuneata,Alismataceae,,,Sheldon,Northern Arrowhead,Herbaceous,3,2,4,S5,,G5,N,,,NA
Sagittaria latifolia,Alismataceae,,,Willd.,Broad-leaved Arrowhead,Herbaceous,13,17,24,S5,,G5,N,,,NA
Sagittaria rigida,Alismataceae,,,Pursh,Sessile-fruited Arrowhead,Herbaceous,1,1,2,S4,,G5,N,,,NA
Salix alba,Salicaceae,,,L.,White Willow,Tree,15,11,17,SNA,,G5,E,SE4,,NA
Salix amygdaloides,Salicaceae,,,Anderss.,Peach-leaved Willow,Shrub/tree,14,14,21,S5,,G5,N,,,NA
Salix babylonica,Salicaceae,,,L.,weeping willow,Tree,NA,4,10,SNA,,GNA,E,SE?,y,NA
Salix bebbiana,Salicaceae,,,Sarg.,Bebb's Willow,Shrub/tree,23,18,28,S5,,G5,N,,,NA
Salix candida,Salicaceae,,,Fluegge ex Willd.,Hoary Willow,Shrub,1,1,2,S5,,G5,N,,,NA
Salix caprea,Salicaceae,,,L.,Goat Willow,Shrub,2,2,3,SNA,,GNA,E,SE1,,1970
Salix cinerea,Salicaceae,,,L.,European Gray Willow,Shrub/tree,NA,NA,NA,SNA,,G5,E,SE1,,NA
Salix cordata,Salicaceae,,,Michx.,Sand Dune Willow,Shrub,NA,4,10,S4,,G4,N,,,NA
Salix discolor,Salicaceae,,,Muhl.,Pussy Willow,Shrub/tree,12,9,14,S5,,G5,N,,,NA
Salix eriocephala,Salicaceae,,,Michx.,Heart-leaved Willow,Shrub/tree,20,33,45,S5,,G5,N,,,NA
Salix euxina,Salicaceae,,,I.V.Belyaeva,Crack Willow,Tree,NA,2,5,SNA,,GNA,E,SE?,,NA
Salix exigua,Salicaceae,,,Nutt.,sandbar willow,Shrub/tree,22,28,40,S?,,G?,N,,,NA
Salix famelica,Salicaceae,,,(C.R. Ball) Argus,Starved Willow,Shrub/tree,1,NA,1,S4,,G5,N,,,NA
Salix fragilis,Salicaceae,,,L.,crack willow,Tree,19,23,33,SNA,,G5,E,SE?,,NA
Salix humilis,Salicaceae,,,Marsh.,Prairie Willow,Shrub,2,1,2,S5,,G5,N,,,NA
Salix interior,Salicaceae,,,Rowlee,Sandbar Willow,Shrub/tree,7,1,3,S5,,G?,N,,,NA
Salix lucida,Salicaceae,,,Muhl.,Shining Willow,Shrub/tree,6,5,8,S5,,G5,N,,,NA
Salix matsudana,Salicaceae,,,Koidzumi,Corkscrew Willow,Shrub,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Salix myricoides,Salicaceae,,,Muhl.,Blue-leaved Willow,Shrub/tree,1,NA,1,S4,,G4,N,,,NA
Salix nigra,Salicaceae,,,Marsh.,Black Willow,Tree,9,7,11,S4,,G5,N,,,NA
Salix pedicellaris,Salicaceae,,,Pursh,Bog Willow,Shrub,4,NA,2,S5,,G5,N,,,NA
Salix pentandra,Salicaceae,,,L.,Laurel Willow,Tree,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Salix petiolaris,Salicaceae,,,Sm.,Meadow Willow,Shrub/tree,1,1,2,S5,,G5,N,,,NA
Salix purpurea,Salicaceae,,,L.,Purple Willow,Shrub/tree,3,NA,2,SNA,,G5,E,SE4,,NA
Salix serissima,Salicaceae,,,(Bailey) Fern.,Autumn Willow,Shrub/tree,NA,NA,NA,S5,,G5,N,,,NA
Salix viminalis,Salicaceae,,,L.,Basket Willow,Tree,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Salix x chrysocoma,Salicaceae,,,,Weeping golden willow,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Salix x pendulina,Salicaceae,,,Wender.,pendulous willow,Shrub/tree,NA,1,3,SNA,,GNA,E,SE?,y,NA
Salix x rubens,Salicaceae,,,J.Presl & C.Presl,,Tree,NA,1,3,SNA,,GNA,E,SE?,y,NA
Salix x sepulcralis,Salicaceae,,,Simonkai,(Salix alba X Salix babylonica),Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Salsola kali,Amaranthaceae,,,L.,Common Saltwort,Herbaceous,NA,24,59,SNA,,GNA,E,SE1,,NA
Salsola tragus,Chenopodiaceae,,,L.,Prickly Russian Thistle,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE5,,NA
Salvia officinalis,Lamiaceae,,,L.,Kitchen Sage,Herbaceous,1,1,2,SNA,,GNA,E,SEX,,1991
Salvia pratensis,Lamiaceae,,,L.,Meadow Sage,Herbaceous,2,NA,1,SNA,,GNA,E,SE2,,NA
Salvia reflexa,Lamiaceae,,,Hornem.,Lance-leaved Sage,Herbaceous,NA,1,3,SNA,,G5,E,SE1,,1972
Sambucus canadensis,Caprifoliaceae,,,L.,Common Elderberry,Shrub,43,24,40,S5,,G5,N,,,NA
Sambucus nigra,Adoxaceae,,,L.,Black Elderberry,Shrub,1,2,3,SNA,,G5,E,SEX,,NA
Sambucus racemosa,Adoxaceae,,,L.,Red Elderberry,Shrub,37,21,35,S5,,G5,N,,,NA
Sambucus racemosa,Adoxaceae,pubans,,(Michaux) Trautvetter & C.A. Meyer,red elderberry,Shrub,NA,6,15,S5,,G5,N,,,NA
Sanguinaria canadensis,Papaveraceae,,,L.,Bloodroot,Herbaceous,87,30,57,S5,,G5,N,,,NA
Sanicula canadensis,Apiaceae,,,L.,Canada Sanicle,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Sanicula marilandica,Apiaceae,,,L.,Maryland Sanicle,Herbaceous,8,14,19,S5,,G5,N,,,NA
Sanicula odorata,Apiaceae,,,(Raf.) K.M. Pryer & L.R. Phillippe,Clustered Sanicle,Herbaceous,2,2,3,S5,,G5,N,,,NA
Saponaria officinalis,Caryophyllaceae,,,L.,Bouncing-bet,Herbaceous,27,34,48,SNA,,GNA,E,SE5,,NA
Sarracenia purpurea,Sarraceniaceae,,,L.,Northern Pitcher Plant,Herbaceous,7,1,3,S5,,G5,N,,,NA
Sassafras albidum,Lauraceae,,,(Nutt.) Nees,Sassafras,Tree,50,27,45,S4,,G5,N,,,NA
Satureja hortensis,Lamiaceae,,,L.,Summer Savory,Herbaceous,NA,1,3,SNA,,GNA,E,SE2,,1908
Saururus cernuus,Saururaceae,,,L.,Lizard's-tail,Herbaceous,NA,NA,NA,S3,,G5,U,,,NA
Sceptridium dissectum,Ophioglossaceae,,Botrychium dissectum,(Spreng.) Lyon,Grape fern,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Sceptridium multifidum,Ophioglossaceae,,Botrychium multifidum,(S.G. Gmelin) M. Nishida,Leathery Grapefern,Herbaceous,2,NA,1,S5,,G5,N,,,NA
Schizachne purpurascens,Poaceae,,,(Torr.) Swallen,Purple False Melic,Graminoid,7,NA,4,S5,,G5,N,,,NA
Schizachyrium scoparium,Poaceae,,,(Michx.) Nash,Little Bluestem,Graminoid,13,8,13,S4,,G5,N,,,NA
Schoenoplectus acutus,Cyperaceae,,Scirpus acutus,(Muhlenberg ex Bigelow) Löve & Löve,Hard-stemmed Bulush,Graminoid,1,9,12,S5,,G5,N,,,NA
Schoenoplectus americanus,Cyperaceae,,,(Pers.) Volkart,,Graminoid,NA,19,47,SNA,,GNA,N,,,NA
Schoenoplectus pungens,Cyperaceae,,Scirpus pungens,(Vahl) Palla,Common Three-square Bulrush,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Schoenoplectus smithii,Cyperaceae,,,(A.Gray) Sojak,,Graminoid,NA,2,5,SNA,,GNA,N,,,NA
Schoenoplectus tabernaemontani,Cyperaceae,,Scirpus validus,(K. C. Gmelin) Palla,Soft-stemmed Bulrush,Graminoid,5,9,13,S5,,G5,N,,,NA
Scilla forbesii,Asparagaceae,,Chionodoxa forbesii,(Baker) Speta,Forbes' Squill,Herbaceous,4,NA,2,SNA,,GNA,E,SE1,,NA
Scilla luciliae,Asparagaceae,,,(Boissier) Speta,Lucile's Squill,Herbaceous,3,NA,2,SNA,,GNA,E,SE1,,NA
Scilla siberica,Asparagaceae,,,Haw. ex Andr.,Siberian Squill,Herbaceous,51,2,15,SNA,,GNA,E,SE2,,1979
Scirpus atrocinctus,Cyperaceae,,,Fern.,Black-girdled Bulrush,Graminoid,1,NA,1,S5,,G5,N,,,NA
Scirpus atrovirens,Cyperaceae,,,Willd.,Dark-green Bulrush,Graminoid,10,15,21,S5,,G5,N,,,NA
Scirpus cyperinus,Cyperaceae,,,(L.) Kunth,Cottongrass Bulrush,Graminoid,7,2,5,S5,,G5,N,,,NA
Scirpus hattorianus,Cyperaceae,,,Makino,Mosquito Bulrush,Graminoid,NA,1,3,S4,,G5,N,,,NA
Scirpus microcarpus,Cyperaceae,,,J.& K. Presl,Red-tinged Bulrush,Graminoid,8,9,13,S5,,G5,N,,,NA
Scirpus pendulus,Cyperaceae,,,Muhl.,Rufous Bulrush,Graminoid,1,2,3,S5,,G5,N,,,NA
Scleria triglomerata,Cyperaceae,,,Michx.,Tall Nutrush,Graminoid,1,2,3,S1,,G5,N,,,NA
Scleria verticillata,Cyperaceae,,,Muhl. ex Willd.,Low Nutrush,Graminoid,NA,10,25,S3,,G5,N,,,NA
Scorzoneroides autumnalis,Asteraceae,,,(Linnaeus) Moench,Autumn Hawkbit,Herbaceous,1,4,6,SNA,,GNA,E,SE5,,NA
Scrophularia lanceolata,Scrophulariaceae,,,Pursh,Lance-leaved Figwort,Herbaceous,2,5,7,S4,,G5,N,,,NA
Scrophularia marilandica,Scrophulariaceae,,,L.,Carpenter's Figwort,Herbaceous,4,2,4,S4,,G5,N,,,NA
Scrophularia nodosa,Scrophulariaceae,,,L.,,Herbaceous,NA,5,13,SNA,,GNA,N,,,NA
Scutellaria galericulata,Lamiaceae,,,L.,Hooded Skullcap,Herbaceous,9,22,29,S5,,G5,N,,,NA
Scutellaria lateriflora,Lamiaceae,,,L.,Mad Dog Skullcap,Herbaceous,3,4,6,S5,,G5,N,,,NA
Scutellaria parvula,Lamiaceae,,,Michx.,Small Skullcap,Herbaceous,NA,3,8,S4,,G4,N,,,NA
Secale cereale,Poaceae,,,L.,Cultivated Rye,Graminoid,1,NA,1,SNA,,GNA,E,SE3,,NA
Securigera varia,Fabaceae,,,(L.) Lassen,Common Crown-vetch,Herbaceous,65,1,17,SNA,,GNA,E,SE5,,NA
Sedum acre,Crassulaceae,,,L.,Gold-moss,Herbaceous,7,9,13,SNA,,GNA,E,SE5,,NA
Sedum album,Crassulaceae,,,L.,White Stonecrop,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Sedum hispanicum,Crassulaceae,,,L.,Spanish Stonecrop,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Sedum kamtschaticum,Crassulaceae,,,Fisch.,Stonecrop,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Sedum sarmentosum,Crassulaceae,,,Bunge,Stringy Stonecrop,Herbaceous,1,1,2,SNA,,GNA,E,SE1,,1973
Sedum sexangulare,Crassulaceae,,,L.,Hexagon Stonecrop,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Senecio viscosus,Asteraceae,,,L.,Sticky Groundsel,Herbaceous,5,7,10,SNA,,GNA,E,SE3,,1974
Senecio vulgaris,Asteraceae,,,L.,Common Ragwort,Herbaceous,7,13,18,SNA,,GNA,E,SE5,,NA
Setaria faberi,Poaceae,,,Herrm.,Giant Foxtail,Graminoid,14,12,18,SNA,,GNA,E,SE4,,1976
Setaria italica,Poaceae,,,(L.) Beauv.,Italian Foxtail,Graminoid,2,6,8,SNA,,GNA,E,SE1,,NA
Setaria pumila,Poaceae,,,,Yellow Foxtail,Graminoid,NA,1,3,SNA,,G?,E,SE5,,1991
Setaria verticillata,Poaceae,,,(L.) Beauv.,Bristly Foxtail,Graminoid,2,6,8,SNA,,GNA,E,SE4,,1904
Setaria viridis,Poaceae,,,(L.) Beauv.,Green Foxtail,Graminoid,17,20,29,SNA,,GNA,E,SE5,,NA
Shepherdia argentea,Elaeagnaceae,,,(Pursh) Nutt.,Silver Buffaloberry,Shrub,NA,1,3,SNA,,G5,E,SE1,,1968
Shepherdia canadensis,Elaeagnaceae,,,(L.) Nutt.,Soapberry,Shrub,16,27,37,S5,,G5,N,,,NA
Sherardia arvensis,Rubiaceae,,,L.,Blue Field Madder,Herbaceous,NA,1,3,SNA,,GNA,E,SE2,,1945
Sicyos angulatus,Cucurbitaceae,,,L.,One-seeded Bur-cucumber,Vine,6,11,15,S4,,G5,N,,,NA
Silene antirrhina,Caryophyllaceae,,,L.,Sleepy Catchfly,Herbaceous,1,5,7,S5,,G5,N,,,NA
Silene chalcedonica,Caryophyllaceae,,,(L.) Krause,Maltese-cross Campion,Herbaceous,NA,2,5,SNA,,GNA,E,SE1,,NA
Silene coronaria,Caryophyllaceae,,,(L.) Clair.,Rose Campion,Herbaceous,1,1,2,SNA,,GNA,E,SE3,,NA
Silene dioica,Caryophyllaceae,,,(L.) Clairville,Red Catchfly,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Silene latifolia,Caryophyllaceae,,,Poir.,White Campion,Herbaceous,22,6,13,SNA,,GNA,E,SE5,,1990
Silene noctiflora,Caryophyllaceae,,,L.,Night-flowering Catchfly,Herbaceous,NA,1,3,SNA,,GNA,E,SE5,,1974
Silene vulgaris,Caryophyllaceae,,,(Moench) Garcke,Bladder Campion,Herbaceous,25,25,37,SNA,,GNA,E,SE5,,NA
Silphium integrifolium,Asteraceae,,,Michx.,Whole-leaved Rosinweed,Herbaceous,NA,NA,NA,SNA,,G5,E,SE1,,NA
Silphium perfoliatum,Asteraceae,,,L.,Cup Plant,Herbaceous,53,4,18,S2,,G5,N,,,NA
Sinapis arvensis,Brassicaceae,,,L.,Corn Mustard,Herbaceous,21,7,14,SNA,,GNA,E,SE5,,1988
Sisymbrium altissimum,Brassicaceae,,,L.,Tall Tumble Mustard,Herbaceous,7,23,30,SNA,,GNA,E,SE5,,1895
Sisymbrium officinale,Brassicaceae,,,(L.) Scop.,Common Tumble Mustard,Herbaceous,3,6,9,SNA,,GNA,E,SE5,,1896
Sisyrinchium angustifolium,Iridaceae,,,Mill.,Narrow-leaved Blue-eyed-grass,Herbaceous,NA,2,5,S4,,G5,N,,,NA
Sisyrinchium montanum,Iridaceae,,,Greene,Strict Blue-eyed-grass,Herbaceous,NA,3,8,S5,,G5,N,,,NA
Sisyrinchium mucronatum,Iridaceae,,,Michx.,Mucronate Blue-eyed-grass,Herbaceous,3,NA,2,S4,,G5,N,,,NA
Sium suave,Apiaceae,,,Walt.,Hemlock Water-parsnip,Herbaceous,7,5,8,S5,,G5,N,,,NA
Smilax herbacea,Smilacaceae,,,L.,Herbaceous Carrionflower,Vine,31,19,31,S4,,G5,N,,,NA
Smilax tamnoides,Smilacaceae,,Smilax hispida,L.,Hispid Greenbrier,Vine/Shrub,12,10,15,S5,,G5,N,,,NA
Solanum americanum,Solanaceae,,Solanum ptychanthum,Mill.,American black nightshade,Herbaceous/shrub,NA,17,42,SNA,,GNA,E,SE?,,NA
Solanum carolinense,Solanaceae,,,L.,Carolina Nightshade,Herbaceous/shrub,NA,1,3,SNA,,G5,E,SE3,,1989
Solanum dulcamara,Solanaceae,,,L.,Bittersweet Nightshade,Vine/Shrub,136,23,60,SNA,,GNA,E,SE5,,1895
Solanum emulans,Solanaceae,,,Raf.,Eastern Black Nightshade,Herbaceous/shrub,2,NA,1,S5,,G5,N,,,NA
Solanum lycopersicum,Solanaceae,,,L.,Garden Tomato,Herbaceous,6,NA,3,SNA,,GNA,E,SE2,,NA
Solanum nigrum,Solanaceae,,,L.,Black Nightshade,Herbaceous/shrub,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Solanum nitidibaccatum,Solanaceae,,Solanum sarrachoides,Bitter,Ground-cherry Nightshade,Herbaceous/shrub,NA,1,3,SNA,,GNA,E,SE2,,NA
Solanum rostratum,Solanaceae,,,Dunal,Horned Nightshade,Herbaceous,NA,NA,NA,SNA,,G5,E,SE1,,NA
Solidago altissima,Asteraceae,,,L.,Tall Goldenrod,Herbaceous,6,6,9,S5,,G5,N,,,NA
Solidago arguta,Asteraceae,arguta,,Ait.,Cut-leaved Goldenrod,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Solidago bicolor,Asteraceae,,,L.,White Goldenrod,Herbaceous,1,6,8,S4,,G5,N,,,NA
Solidago caesia,Asteraceae,,,L.,Blue-stemmed Goldenrod,Herbaceous,22,14,23,S5,,G5,N,,,NA
Solidago canadensis,Asteraceae,,,,Canada Goldenrod,Herbaceous,38,33,49,S5,,G5,N,,,NA
Solidago flexicaulis,Asteraceae,,,L.,Zigzag Goldenrod,Herbaceous,47,25,42,S5,,G5,N,,,NA
Solidago gigantea,Asteraceae,,,Ait.,Giant Goldenrod,Herbaceous,11,25,33,S5,,G5,N,,,NA
